city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',6,'50-99','Pvt Ltd',3,56,1
0.579,'Male','No relevent experience','no_enrollment','Masters','STEM',5,'50-99','NGO',1,89,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'50-99','Pvt Ltd',2,102,1
0.579,'Male','Has relevent experience','Full time course','Graduate','No Major',2,'50-99','Pvt Ltd',1,4,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,7,1
0.55,'Male','Has relevent experience','Part time course','Graduate','STEM',2,'50-99','Pvt Ltd',1,97,1
0.512,'Male','Has relevent experience','no_enrollment','Graduate','STEM',13,'50-99','Pvt Ltd',1,51,1
0.887,'Male','Has relevent experience','no_enrollment','Phd','STEM',16,'50-99','Funded Startup',1,212,1
0.624,'Male','No relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Funded Startup',1,16,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'50-99','Pvt Ltd',4,114,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'50-99','Pvt Ltd',2,140,1
0.925,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',1,270,1
0.624,'Male','No relevent experience','no_enrollment','Graduate','STEM',9,'50-99','Pvt Ltd',1,56,1
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',1,60,1
0.92,'Male','No relevent experience','no_enrollment','Graduate','Humanities',3,'50-99','Pvt Ltd',1,58,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'50-99','Pvt Ltd',2,84,1
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',2,'50-99','Pvt Ltd',1,21,1
0.493,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','NGO',1,15,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Public Sector',2,45,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',14,'50-99','Pvt Ltd',4,8,1
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',7,'50-99','Pvt Ltd',2,26,1
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',5,'50-99','Pvt Ltd',1,76,1
0.556,'Male','Has relevent experience','Full time course','Graduate','STEM',6,'50-99','Pvt Ltd',1,32,1
0.624,'Male','No relevent experience','no_enrollment','Masters','STEM',2,'50-99','Pvt Ltd',1,144,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Pvt Ltd',1,14,1
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'50-99','Pvt Ltd',1,196,1
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',5,'50-99','Pvt Ltd',3,51,1
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'50-99','Pvt Ltd',1,158,1
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'50-99','Pvt Ltd',1,44,1
0.855,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',2,188,1
0.698,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',2,89,1
0.624,'Male','No relevent experience','Full time course','Graduate','STEM',10,'50-99','Pvt Ltd',2,31,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,50,1
0.926,'Male','Has relevent experience','no_enrollment','Masters','Humanities',4,'50-99','Pvt Ltd',1,85,1
0.754,'Male','Has relevent experience','Part time course','Graduate','STEM',6,'50-99','Pvt Ltd',3,18,1
0.84,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Pvt Ltd',1,11,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',1,20,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,28,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'50-99','Pvt Ltd',1,132,1
0.827,'Male','No relevent experience','no_enrollment','Graduate','STEM',12,'50-99','Pvt Ltd',1,51,1
0.579,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Funded Startup',1,112,1
0.624,'Male','Has relevent experience','Full time course','Masters','STEM',1,'50-99','Pvt Ltd',1,50,1
0.579,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'50-99','Pvt Ltd',1,78,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',17,'50-99','Pvt Ltd',2,123,1
0.624,'Male','No relevent experience','no_enrollment','Graduate','STEM',2,'50-99','NGO',1,50,1
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'50-99','Public Sector',3,6,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Pvt Ltd',1,59,1
0.624,'Male','No relevent experience','no_enrollment','Graduate','STEM',1,'50-99','Pvt Ltd',1,9,1
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',16,'50-99','Pvt Ltd',3,196,1
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',4,'50-99','Pvt Ltd',1,43,1
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'50-99','Pvt Ltd',1,150,1
0.579,'Male','Has relevent experience','Full time course','Masters','Humanities',3,'50-99','Pvt Ltd',1,21,1
0.92,'Male','No relevent experience','no_enrollment','Graduate','Business Degree',15,'50-99','Public Sector',1,108,1
0.579,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,14,1
0.556,'Male','Has relevent experience','Full time course','Graduate','STEM',9,'50-99','Pvt Ltd',2,192,1
0.722,'Male','Has relevent experience','Full time course','Graduate','STEM',5,'50-99','Pvt Ltd',1,74,1
0.92,'Male','No relevent experience','Full time course','Graduate','STEM',1,'50-99','NGO',1,39,1
0.624,'Male','Has relevent experience','Full time course','Masters','STEM',3,'50-99','Pvt Ltd',1,10,1
0.74,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'50-99','Pvt Ltd',1,58,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',2,'50-99','Pvt Ltd',1,35,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'50-99','Pvt Ltd',1,24,1
0.865,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'50-99','Pvt Ltd',2,152,1
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'50-99','Funded Startup',1,32,1
0.923,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',4,15,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',3,'50-99','Early Stage Startup',1,144,1
0.579,'Male','Has relevent experience','Part time course','Graduate','STEM',12,'50-99','Funded Startup',2,48,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',5,'50-99','Pvt Ltd',1,56,1
0.923,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Funded Startup',1,17,1
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',1,36,1
0.558,'Male','No relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Pvt Ltd',1,53,1
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',1,26,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Pvt Ltd',1,12,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'50-99','Pvt Ltd',2,21,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',3,'50-99','Funded Startup',1,51,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'50-99','Funded Startup',1,24,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,40,1
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',5,'50-99','Pvt Ltd',2,32,1
0.698,'Male','No relevent experience','no_enrollment','Graduate','STEM',4,'50-99','Pvt Ltd',1,16,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',2,72,1
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'50-99','Early Stage Startup',1,21,1
0.579,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'50-99','Pvt Ltd',1,30,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',1,'50-99','Pvt Ltd',1,5,1
0.925,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'50-99','Pvt Ltd',1,8,1
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'50-99','Pvt Ltd',2,18,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'50-99','Funded Startup',2,58,1
0.579,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'50-99','Pvt Ltd',4,27,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'50-99','Pvt Ltd',1,50,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'50-99','Pvt Ltd',1,10,1
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,24,1
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'50-99','Pvt Ltd',1,156,1
0.579,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'50-99','Pvt Ltd',1,10,1
0.754,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'50-99','Pvt Ltd',1,25,1
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',17,'50-99','Pvt Ltd',3,33,1
0.91,'Male','No relevent experience','Full time course','Graduate','STEM',4,'50-99','Pvt Ltd',1,9,1
0.74,'Male','Has relevent experience','no_enrollment','Masters','STEM',1,'50-99','Pvt Ltd',1,28,1
0.698,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'50-99','Early Stage Startup',2,192,1
0.92,'Male','No relevent experience','no_enrollment','Phd','STEM',10,'50-99','Public Sector',1,10,1
0.856,'Male','Has relevent experience','Part time course','Graduate','STEM',3,'50-99','Pvt Ltd',2,182,1
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',1,'50-99','Pvt Ltd',1,25,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',3,56,1
0.579,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'50-99','Pvt Ltd',1,16,1
0.903,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',4,'50-99','Public Sector',2,42,1
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'50-99','Pvt Ltd',1,98,1
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'50-99','Pvt Ltd',1,36,1
0.92,'Other','Has relevent experience','no_enrollment','Graduate','STEM',11,'50-99','Pvt Ltd',1,31,1
0.804,'Other','Has relevent experience','no_enrollment','Graduate','STEM',18,'50-99','Pvt Ltd',3,37,1
0.897,'Other','No relevent experience','Part time course','Graduate','STEM',1,'50-99','Funded Startup',1,45,1
0.555,'Other','No relevent experience','Part time course','Graduate','STEM',3,'50-99','Pvt Ltd',1,12,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
